Nutrition_Protein,Nutrition_Carbohydrates,Nutrition_Minerals,Environmental_Temperature,Environmental_Humidity,Previous_Milk_Production,Milk_Production
27.2502493,33.49144721,17.42530833,38.11099187,56.19439558,0.946490603,13.73876711
29.36757466,42.11094046,10.76635806,29.58445539,60.25402213,0.82455628,14.85321437
19.99653104,30.88640835,18.72635803,38.60129329,78.86065427,5.015966702,3.597926375
27.25181151,43.48271082,18.28116829,35.18657541,51.04955766,13.79403285,18.28889364
26.50286406,39.76152821,12.16060116,15.86317815,71.69563101,17.04295496,15.02294488
23.68288666,43.11340086,18.09324398,30.80159029,49.00959609,11.1837176,18.66750998
18.69504553,30.00282599,17.86357733,21.88240506,67.25840462,10.64265479,6.341464375
18.89633301,32.53621606,16.32216598,28.43080454,50.14462511,8.046190676,18.78670031
28.22897591,35.84639081,13.73520177,21.70428458,75.34933555,3.231959119,7.370353157
29.88178047,35.69254355,12.71498754,23.37289,62.45911775,2.367082027,1.079395229
26.11262709,33.40095574,12.3178359,37.15604908,47.43734563,15.21359522,15.25938777
23.35149968,35.7241791,13.18608963,19.95943644,48.97476703,18.55007103,14.07016288
25.77088372,31.93273068,19.03558443,35.97861883,59.75396783,9.165664328,11.95821985
25.13275031,36.19141694,10.77640776,15.73098739,78.46408102,13.18891317,9.797874888
22.60334712,42.03531494,18.28871276,17.18103692,70.78568656,18.28915302,0.643305406
18.78751373,37.18605095,13.48890075,35.51220099,59.53238571,1.802272659,12.49194503
27.85815537,30.27000133,15.21599396,30.13334474,53.50876578,15.40962906,8.336692304
22.46200235,36.32166062,17.94485634,32.93366731,61.97073973,12.33633769,11.20418805
27.82542772,30.40762524,18.84376547,20.0260241,69.93443334,11.97274358,8.586426839
21.030105,44.49365116,13.4478142,27.89000293,71.35714354,5.85080857,19.32112266
18.01235376,31.91180939,14.61843481,32.69326137,52.98435192,13.6778671,12.08217802
19.9072594,40.61532489,14.14516065,30.05553929,68.84637073,15.8959551,14.98472661
23.622473,44.59164484,10.13251034,26.32077041,66.3115512,2.257163299,18.72693895
29.33164362,42.39058577,12.95942889,38.03481087,78.36449168,10.67042862,11.83198646
19.22632344,40.48973063,14.59189234,31.227776,77.24361162,2.02530362,0.241250356
28.25051729,42.59191364,14.11093609,36.78601921,71.57517302,17.45148039,0.685833566
24.32428915,44.7269804,17.21929228,32.51449228,68.93578755,10.15273445,14.04676868
27.91104919,39.32016746,13.84803617,32.65112469,50.96166359,16.15931379,5.581702723
21.58049317,38.3877721,14.89376449,16.92043847,73.83861024,7.361712753,11.58759455
28.07936598,39.42357166,14.29608592,23.62715092,57.10022815,2.501564536,4.045543622
27.27387336,37.9901383,17.40626149,35.60086576,50.8896217,0.829986088,5.404977501
20.7606442,39.52633659,18.62972399,20.58249269,55.36643032,5.630192415,10.09282112
19.57602152,36.74763312,15.31889079,17.77214079,73.4374196,4.884674007,19.51138927
28.41665187,33.27664774,17.89432194,22.82654536,45.94532862,11.20703948,12.32540978
29.55883984,31.8037084,12.96786682,20.29050924,58.24634964,0.434776761,18.72296209
18.37562776,31.02511403,15.4136961,37.20691668,59.69430378,10.41141089,19.18759709
26.7752408,33.94973676,13.45229954,35.83119941,41.4651879,7.83543484,4.162199928
28.91429413,30.69185347,14.14200926,26.99239753,47.82984118,11.5424454,6.223872049
28.28832111,38.5075617,17.32413865,16.47225299,73.06969714,14.04835056,15.39984562
29.57424567,34.25742671,18.81662482,32.14949631,73.23069554,12.6818389,17.33528005
27.12112894,42.36802212,11.21495391,29.96188155,51.69660336,19.69288739,10.38453488
23.30758515,31.11361309,16.34639256,38.2933121,74.99588938,2.765306878,19.86452135
21.74342389,33.39527242,15.82143808,28.41487777,70.87131756,8.594740179,0.231443975
21.84891289,40.95369221,11.18415039,23.07344936,56.71629935,8.496614733,5.991853112
26.69307207,38.98212445,12.1189433,27.45652065,69.93625378,8.341064074,12.46323507
26.95004414,30.96736907,13.11002495,38.50231899,78.45338525,13.27596784,9.385798219
20.40430972,43.15859186,11.66931071,31.71269838,58.35878872,9.796561211,2.332059329
28.41747376,43.15892644,12.43729483,31.12742731,49.53708716,10.3486512,7.35574171
26.57908848,34.95612006,12.67600799,20.77635815,77.67266,8.647119843,0.508942866
24.75300344,35.10608765,13.35673833,32.84646042,64.14977154,19.83398922,12.85492092
23.65838952,44.83542538,17.49390453,33.00652391,44.2106065,18.55122698,17.85485086
24.51879367,39.39264257,15.71912204,22.61493561,62.90731263,6.154483787,17.69748248
19.91094886,37.96974781,19.86246672,26.60913198,60.02323558,2.231878495,13.99088948
20.44441499,42.57228275,14.14735827,22.07047999,74.22355576,16.79529448,9.31540391
19.09397388,34.27935508,17.53865074,21.20892169,61.22780759,19.94340503,10.24063237
19.84389646,36.4377389,18.71468421,15.62150569,50.20929737,5.852177881,2.73837648
23.44432362,34.01665013,16.78978493,21.84508187,67.02576255,7.155698517,6.820341862
24.36425272,41.8374127,14.1186474,28.2952788,61.7030181,18.83266363,3.75456151
18.21434271,38.60024018,17.53594631,15.0384285,49.32178513,14.22259036,16.42400407
27.56157393,39.88237605,12.03667138,21.79725801,62.94511432,5.912766636,18.29507803
21.53001568,33.78460875,13.27552165,36.15384798,72.86142312,11.62092983,10.73846523
28.94203242,33.30337952,15.46685255,29.24756604,41.14283671,18.88459159,14.55528081
29.61013516,37.32561943,15.75409387,29.58870778,65.23404155,16.23626214,2.429295418
20.2255065,41.06348624,10.22141475,24.68074332,53.98340783,14.83665427,12.17069287
23.54516749,37.87859636,19.45114189,31.23533144,51.70685783,14.73992623,14.05582043
18.01478202,30.48968516,16.96627271,19.55838639,55.70351001,3.560406486,9.05536259
25.17992718,43.02827259,14.9570375,34.64992345,53.68090657,16.49362478,4.865461689
25.28767738,30.9703034,19.33127234,17.80053888,73.28956427,5.522372649,17.54749041
20.97047947,44.33736726,14.39095565,30.74403251,50.99191243,18.60733316,14.8581744
24.70095207,30.37712937,19.8043557,23.18758382,69.32612092,7.29279982,17.99714564
20.70648171,40.41675684,15.12284757,32.94031129,43.76239281,17.15320794,16.36805295
19.92990563,31.23310596,11.1428577,28.19434923,78.0558549,5.32466989,19.80748859
25.8182336,43.66014869,17.64800972,25.85647292,64.89266549,10.29053873,3.843454664
21.91110557,36.96649854,16.78897725,19.06613765,68.26874308,2.13770591,1.734955356
25.08316727,32.06285662,17.72986721,30.28371514,51.92157328,13.20237806,6.740055827
23.19896099,35.1122355,19.51442029,38.39447624,56.48386275,16.7215855,2.5800835
29.81221689,32.47237013,17.76489303,34.8144822,48.95113545,14.36894563,10.46260226
19.79496771,32.55872867,16.11336602,16.44019662,77.30144343,10.46517026,12.66057811
23.57518316,44.2216248,18.57308902,24.02950508,59.52417788,0.902317572,11.5657723
26.16547952,36.67869168,16.73246439,37.21399222,65.21792463,18.66882014,5.184802708
22.74654101,41.83203396,14.08119057,27.07304994,69.37088122,14.10979097,18.17648062
29.69639822,39.59408342,18.85619764,30.89068382,54.84424364,14.91728477,0.423447275
26.66265154,40.14639544,12.21900461,36.90238429,68.80406618,15.89361151,6.960267075
25.88380629,31.97540158,17.14641275,35.97107257,67.03969959,14.95486852,14.37984951
27.08471121,33.5127667,18.81563455,27.04368901,68.22637335,8.822323282,15.33857853
29.43178366,41.80125503,17.3131652,25.50351126,59.56919601,14.67243659,8.322370889
28.89382384,44.5614931,16.97275419,23.15262284,55.31749529,12.50053576,0.338196265
26.6914237,33.94013464,17.52638294,32.25646664,48.88328753,17.08032667,12.36087358
26.98993967,34.07353147,14.65055248,21.88768319,72.98505411,16.04919631,1.261893624
19.75106489,37.09345699,18.74170682,20.99730255,64.33400186,0.827487649,2.157115523
19.23350885,44.75760469,12.03436475,23.54999747,57.77408784,7.577741807,13.00501439
24.85085402,34.03438419,11.27386416,19.25316137,77.75983627,0.694323044,6.249766523
18.22041164,36.10457864,12.8550878,31.68287558,41.9135525,2.041498495,6.960603054
23.78827658,43.37220023,15.31577397,29.78977558,74.00687781,12.02821444,9.73614154
20.52419496,30.04381549,15.10561795,26.58908482,79.90330372,17.47643642,19.5715679
22.15219881,30.59648947,18.20598758,24.3678187,75.47768444,2.396495174,19.30884441
27.30965683,39.06107516,14.04568656,36.81750103,72.41746342,9.021785749,8.325219987
29.29485005,43.61070247,14.84344426,15.69897084,54.97223974,18.2175781,5.309984344
18.86899527,33.58284991,10.13367683,33.45858584,49.25256729,16.28601967,6.051843053
24.41090647,37.04462662,14.09739236,36.64582972,69.39402082,10.39335793,5.375625963
28.59040183,36.75697952,16.47774233,25.71250991,52.18301465,15.43142879,10.64491614
18.99010241,37.09457019,10.15508331,28.2165718,47.04158729,10.45387548,12.13719616
27.89416856,39.33779544,12.80881965,37.66712851,71.46103548,3.161846746,9.775587765
22.29361621,37.04615644,12.07956359,20.09466037,52.50174609,2.494722264,8.159887245
21.86513643,36.71202212,10.41985429,27.48323635,76.57766918,3.767364641,4.225700751
29.72959664,37.11432631,14.7926009,26.39330705,73.62530579,7.018441899,9.650111828
20.41030908,38.86301162,11.81723293,21.20142355,73.90561318,18.61058535,6.822054276
26.31832729,38.05511233,17.4308154,34.64623753,70.86278904,15.99356827,10.83190926
27.85728874,42.81203996,18.47927884,36.59041427,75.23525695,8.656031225,13.50378831
18.49420194,30.7424528,15.45585183,33.76638191,72.22987569,9.861534196,12.66624349
26.0446255,42.49975607,19.81707343,19.68861506,64.10045454,5.312189153,9.249804208
29.41859969,42.65886919,14.50478571,17.08196725,51.83290874,14.08705913,11.12104849
19.4906396,34.27362032,15.1336821,29.53066765,75.52836773,16.05531343,5.697122619
28.75465563,36.94277933,19.89217754,16.37027425,73.62414491,4.778093913,0.48480518
25.13731965,36.57807733,12.31548436,31.14782133,58.91517289,0.836432476,12.50038908
25.39925498,33.27764752,19.4254594,27.73018129,41.56314744,12.47777886,5.051371183
25.3553301,35.95195271,10.42837555,30.90685759,65.5417491,11.25024238,13.3790742
21.58603064,30.66581658,14.4638689,29.16409857,42.02387415,8.042623101,14.94016999
29.22242178,34.16733109,10.70003512,25.14486167,77.05119847,12.87787884,18.31855492
29.36820555,42.25023263,17.29234743,19.82105232,78.46525027,11.01226596,19.16245591
25.50365592,34.26843453,16.08408936,22.33685126,47.57960584,5.011631532,0.210520926
27.40107271,42.27310003,17.06634263,27.58801378,67.05557512,7.954579512,19.80748419
25.34709583,37.97399197,13.744804,30.64483425,43.69076018,8.562271395,13.66036637
23.81278137,43.19794016,13.69481934,33.70759241,69.18067714,17.60495989,12.87048321
25.92984142,38.62169331,10.45319279,33.41209724,53.89150665,19.21808308,0.304261904
24.63601743,30.44502335,13.4994494,38.34452984,67.24200447,17.86002725,17.22466824
25.16971035,40.13130311,19.29288402,21.86019477,54.91506037,14.38356048,2.909828945
27.40599064,30.67280352,13.79226537,16.706657,45.82270039,11.69985467,16.74660308
23.77084598,36.75895528,18.31367706,23.29576645,56.24439922,13.78523271,0.311250925
18.48904927,43.94140042,18.42325505,32.83906741,44.50694107,18.78218441,12.91928525
19.96799377,32.47805909,13.73241156,25.51467962,63.075331,4.999974704,8.696030675
23.2632866,35.84808529,16.3198868,34.62692233,41.63806129,10.70241015,4.015334581
26.69791872,40.94790463,10.95371602,28.18383276,61.09278718,13.79216038,2.151227835
25.11934378,43.23387834,11.03678581,37.31500134,75.45474588,13.58494003,8.802553931
25.80353023,40.06414507,10.48657664,37.74872261,73.5149308,5.045579192,2.466116106
23.75134714,33.87259881,15.81015093,16.66330814,75.31126799,11.73463055,9.728932234
25.38890426,40.11911779,14.26070978,25.95392255,76.88195209,15.91826285,12.50434117
21.94820925,34.45091462,15.48032357,29.63253747,44.18111552,9.501579601,16.54768387
23.64219111,40.77643845,15.21073191,21.14094098,45.14988812,15.86596153,13.57298874
26.93134879,44.31049691,13.50202991,24.76984271,62.28027225,7.197651955,1.303995334
28.46199335,40.82090177,16.77473415,31.26435699,75.75890674,18.77520254,6.148650651
23.20386401,42.94320754,17.58501881,20.44162145,78.97397826,10.67856881,5.759572159
18.52393989,30.03155765,10.14628259,29.44755247,41.85047669,11.91895902,18.30064847
19.94007053,40.76358187,12.072423,31.73874788,54.23096337,0.627231376,17.35564089
18.25033367,42.44381335,17.13235868,17.17191147,48.51577019,3.405382743,7.402958367
25.83915623,30.60838106,13.86620173,26.94070358,70.23863396,12.65867761,1.423105118
21.9877755,43.07396591,16.62483947,21.31392072,65.60775474,8.397407436,17.88214636
24.50974363,33.85041342,13.4696266,32.38527254,44.79552126,10.16327581,17.76379906
23.91932216,39.97938153,13.90755152,19.5493322,59.34088269,1.259428175,17.09492264
18.97831787,42.00532319,11.58678874,36.41370997,67.41762089,16.68270477,16.90163275
22.83913633,39.9399677,12.5823102,25.34259208,71.16021576,15.69011205,9.605080022
20.6467335,31.38427188,16.05411758,19.75207273,40.80210839,3.707079514,3.548633045
23.02079746,38.94482278,14.33163111,25.51252311,75.61878296,12.68658715,9.549761009
20.44293936,38.24375485,17.74302683,24.80985031,62.77125532,16.36630423,9.891955413
28.08542888,43.50481902,18.52584955,25.29405503,72.4763646,12.81708273,9.798635065
20.09032004,36.06359594,15.41646418,29.05347104,72.3175212,6.207961906,10.77545172
29.52936662,34.81621646,17.58267292,27.5081694,47.59410641,13.12222301,5.15314046
22.99088839,41.24776147,13.06904513,18.59465116,44.40688481,4.209234954,7.324823623
28.1549435,36.19012989,14.14971215,16.57389774,68.85149076,6.365099946,8.683731839
25.54517782,39.69144263,17.12777676,32.50597077,46.25707675,4.801393062,2.62242419
26.82420358,39.69675135,13.86211993,28.43321846,73.99749966,11.13850205,9.107282691
27.21268666,43.32058597,15.88504935,23.61601843,69.04757935,2.164532935,16.20939234
24.05813858,38.98038603,11.85372779,34.40058774,73.67301457,18.66620761,16.56119085
24.51960628,37.53230415,15.99771315,24.31340338,51.96050718,6.670247073,8.231275438
24.16795041,32.0830699,18.61513707,34.10316215,52.66392242,4.379402542,10.37616624
25.05670054,31.7360641,18.6863964,22.33814706,66.84886225,9.930996272,0.673006643
18.35273335,32.31482348,17.24344406,16.74828714,41.2578382,5.539956369,13.48865113
22.74618204,32.57772722,17.45753379,37.38335265,69.05986985,10.69808173,8.092117659
25.27426456,39.56815639,15.57927445,24.4692271,73.43132283,6.970182996,8.909553662
25.17268278,41.11471875,15.8466809,34.02462175,56.60654346,2.641336215,17.47345454
27.51547314,37.94987284,11.33650581,21.6994592,70.5951532,5.317904841,9.236688691
25.86011207,42.43526599,14.43859188,30.51276269,46.98443668,8.768796899,0.423844925
29.9055998,44.8689484,14.50776284,35.95946096,52.89041575,0.60586453,4.549817817
21.40625434,42.30018944,19.58497836,15.99945654,78.97219852,15.41285054,9.512412286
22.30981236,40.42323561,14.31086863,34.93525835,79.45312694,12.43649129,8.487925855
22.60616582,37.98739049,15.49342645,28.71199212,60.50420212,12.02719215,17.20740275
23.58975368,36.73279608,15.33251399,29.57932209,77.37079166,10.92099864,10.84275019
28.03197677,31.26588571,16.36761717,27.55579202,60.90922712,11.80626345,13.79271484
20.82950513,35.99053123,17.48232831,35.98740248,51.66352513,18.69303905,9.386465941
27.31200248,43.65201955,12.25041876,16.04240057,50.67597152,0.171384216,8.793114681
22.8637222,42.12033945,15.28724419,21.2646814,77.18022821,0.955994193,8.925733369
25.2222646,33.24077048,18.25917707,36.01830093,46.89785556,3.829868199,8.218431394
25.5904864,36.99911677,14.63114714,33.05629686,63.18529833,3.3460276,10.77166772
22.47418365,42.25084804,12.78457546,15.42348384,62.22100272,3.623889189,5.008868035
24.15138246,31.01076832,16.54709075,27.4081508,69.58486739,13.43887772,17.82110388
22.9563741,35.81088879,18.23767396,27.70974434,59.9697163,9.189666021,6.661710962
18.82959343,42.77761855,10.63140293,24.62117124,50.89142643,19.83557757,2.950476684
23.24598467,36.05846796,17.76790483,22.13743997,46.77585999,4.537718296,1.931009572
19.16872071,31.16421967,18.21647933,31.36139641,64.83275214,6.216602021,0.268458302
22.86024959,38.13801553,14.61522928,19.98697115,68.75963027,19.68481434,8.457121571
25.1150208,42.92613742,19.83305657,34.17476549,62.78085115,16.63516282,3.752219771
24.95297879,38.85428314,17.86708341,34.27289186,69.53405108,9.395984414,0.432958052
25.95145535,33.39418662,17.73662565,24.9662745,45.6608481,11.09193771,10.40039093
19.1431381,35.7635943,17.47838574,21.80515226,75.2988078,16.86355841,13.59957097
25.82547895,36.75185042,11.50608103,21.81307636,63.29582034,9.619604921,1.715021018
21.74577668,38.68899531,12.17230886,26.57499178,45.07375708,4.120474472,9.218415458
22.78855135,41.39026539,14.63990131,32.26990139,58.47700817,16.56889077,14.87257357
28.29583505,31.48310426,12.6400435,23.61284858,73.79166951,10.75544983,19.71613642
18.10836485,43.3447805,14.15240972,29.64104029,75.90248774,3.060851943,13.34380689
25.0609516,30.18464555,18.8846411,24.17962705,50.5859802,10.11171662,4.896791016
25.18456776,35.55078502,18.24326892,22.30855654,68.45063299,8.264067612,14.3310728
22.75991732,30.41130465,16.30039878,15.59662838,43.9994099,17.53685064,11.95858854
20.84433429,35.89461338,18.58120394,15.09393854,41.34183486,2.521108627,4.235985772
20.81608846,37.88718898,17.83772389,20.45298427,62.41595815,17.50419609,17.02221652
28.60451604,37.6752208,14.28984932,24.75375088,67.79310317,10.24422034,8.548088545
23.30429249,32.48442521,12.01065152,35.43026802,71.83146925,8.0872886,19.23955309
21.97067236,39.68610765,15.1420104,34.16362183,53.60864954,3.239343688,14.45802015
23.38533089,30.67167676,17.36228883,21.4119663,40.26101642,14.01635925,12.89126309
26.03268482,41.4286023,14.36419599,20.86897063,59.18076948,18.53613418,14.56705675
19.74907882,44.19966651,16.6677191,20.45572971,40.63414181,7.507547078,9.561940376
23.39320602,35.09653241,10.94327426,23.14169617,43.67938043,4.831700013,10.10452956
25.05461245,37.75859073,17.48004736,26.95676927,53.0675609,11.09733834,17.02414771
29.38300026,35.68365417,18.1271362,25.52802653,57.48688198,15.92371897,13.61857073
21.03033338,30.10065585,17.06837856,20.23855677,51.17877765,0.075353891,17.9448665
22.31100897,35.78811754,19.67263588,18.13083384,63.27461066,12.62754873,17.81653507
22.55230308,41.87580389,18.26652057,15.3018675,42.21399157,11.93032001,19.52980068
25.26645789,38.93983263,19.03093728,18.69511773,45.78318841,6.363043716,14.00429318
22.28078464,31.51889872,19.33571083,31.92855288,67.81033603,9.028460072,10.04603435
24.4021431,42.70709235,18.01347992,20.84732566,45.68563414,4.939264483,3.326234004
27.38148396,37.96628017,16.74258842,26.24644344,65.59100806,15.79771476,14.10761119
26.46462713,42.62585043,10.05718581,29.19122757,42.18738483,12.69069867,5.831554335
23.35642376,38.70332278,14.65825753,36.28418167,56.29529116,10.65423244,5.658951361
28.37059413,38.39532667,15.71162299,36.33252236,47.0963788,7.850523968,4.765755529
24.697683,31.57888778,13.04030272,32.89760961,44.3854513,5.82768772,17.50244115
24.47887007,32.510396,13.18104447,15.84376781,62.68131134,16.45472972,17.35928893
18.41025319,44.58037885,19.61159416,28.80169006,77.13343088,9.028153409,12.6194089
29.84031576,33.4273012,18.91710865,33.8780033,42.19148192,10.0289484,9.459619627
19.4756497,44.66178177,18.49179006,15.41491307,56.86216993,10.41657461,13.4422892
20.77357095,37.9786906,14.06011802,28.19243073,68.30141751,8.967338709,12.14458901
18.62036205,32.03683571,10.1369855,35.5863395,58.50751327,5.121768525,8.314684966
25.6800356,31.48953304,10.80222246,26.37844982,72.25983784,2.406808805,7.59261735
20.69641412,33.13296106,13.12196368,15.09854887,47.18581263,1.970745343,7.655886163
20.16012525,43.88455995,10.15742913,15.2643206,78.3837682,15.14925047,11.78266806
19.06266701,36.21225336,10.17149782,24.9992649,55.40650511,4.470556446,12.95338712
19.23970749,35.93151402,19.16603302,18.72020802,53.66278532,1.113456299,9.03483507
25.01604841,34.69809392,17.06158502,30.94681577,74.98423178,15.95034813,19.373829
26.25849439,32.20592776,13.0895599,32.01118236,62.55468128,3.081233057,1.67691436
22.76854786,37.31776796,11.32644578,19.26911509,60.65777368,12.50292183,6.940940519
23.75876498,31.95071674,15.11635718,36.32479892,69.07911678,6.772865429,8.381493663
26.23161283,42.53220355,10.05346161,25.60578828,63.19336953,2.529605134,0.338426869
18.20855748,35.55595479,19.38413744,18.42830178,46.50062579,8.289619585,7.299143753
21.87756788,35.62205352,14.14815119,33.34203835,66.96790491,0.296177223,5.474198343
29.67717298,37.11009643,14.02334955,33.959388,45.33875517,16.82089965,10.1207254
24.96134676,36.6619157,13.90593608,30.34309134,72.23430821,10.26995923,6.728210944
21.05069496,44.9228696,10.6932833,35.48317328,79.58946391,2.783200218,14.5236427
24.26076056,38.18071682,16.3832224,32.69695133,55.095505,4.739606368,10.19864991
22.11184186,31.32302556,17.3300362,36.17293769,57.79023593,8.959503843,2.59524467
24.38693987,39.10316012,16.76125398,25.41331316,41.85734622,3.777387656,15.00122648
19.50889814,32.27376439,11.38435493,32.94233107,40.54932752,5.37198323,1.984577922
19.59257585,30.46406467,15.78840168,38.99403752,76.8567734,10.68771128,16.78098336
19.72250834,44.56113231,15.69484484,32.39834874,45.14496242,16.65218026,18.62844388
29.2778375,41.60308337,18.68410788,17.74041073,57.8311499,8.036793714,6.448905804
26.79478702,44.70163489,13.79127658,27.43964934,72.61418495,14.33950547,18.52285267
19.94858274,37.16817672,13.71485944,29.09634699,75.5727504,17.53368427,15.86016318
20.26018901,37.98386297,16.18527059,19.1810562,60.77590741,4.326018806,18.44871222
26.7699537,32.52505434,16.33072653,38.10939922,62.601301,16.14383941,13.32540274
19.87396614,33.7036114,14.69285227,19.21391466,66.7873589,15.14804397,4.712880788
20.81473552,42.57823822,14.43059362,19.26139007,78.45529881,7.138745959,17.89046474
29.56016199,35.34278471,14.94147671,36.96401131,64.10679844,19.79039919,3.685301523
21.0636783,42.40222461,18.610453,26.16493039,62.37901038,5.251447429,4.26121102
25.9395882,40.63520586,14.61166901,16.5165187,40.58136541,5.096065321,5.421259803
29.74357545,32.65756388,19.39931792,29.3565,43.23798808,15.44518329,6.08492623
22.49156121,37.61169549,15.04003764,29.44383237,63.08686506,8.693146361,10.28959284
18.21019189,40.16080982,19.49200693,16.54801821,77.44961551,6.615899896,14.26914721
20.92976749,33.52555822,18.32831902,38.3405399,74.66765394,3.573256107,18.52416349
27.9705263,42.46032766,13.62431323,28.05671917,79.30315692,15.30664862,1.768751747
28.37530603,38.17241486,18.63641421,28.43509733,61.1133615,15.72643612,19.08738724
27.22223237,32.47863076,11.10063284,27.48276995,71.51723754,11.33128006,18.42645934
19.35731783,38.74476639,19.25047175,29.65756271,73.61601326,19.14627226,1.079985844
27.54612446,44.99570706,16.31643515,21.34319407,65.92126629,6.363265408,7.206422754
29.02413356,32.25782237,10.54390749,21.89379235,53.54999617,4.39238091,16.26286781
25.20731451,42.25135395,16.44256724,27.27213816,58.79913739,13.54933538,12.23153091
29.29050428,33.10963505,19.74247654,34.36046051,74.31668289,15.16817282,15.58187887
27.9220666,41.73582494,10.69800655,16.19674984,51.94191704,4.498119411,14.38066678
26.0036582,41.01866885,15.5468771,29.48170109,76.94972525,1.532215285,9.935402263
24.92622284,34.50734078,17.4779435,34.36267542,49.19225366,16.21032973,0.824360919
22.18288401,34.88734676,18.10258587,18.76601453,69.98065661,19.53003947,11.68536404
19.91144934,41.88782088,14.13827465,15.36054101,65.22236937,12.89344572,0.971333061
